7.47	0.07	0.99	1.48
6.91	0.04	1.05	0.78
6.83	0.02	2.01	0.30
6.07	0.05	1.32	0.98
6.13	0.01	4.13	0.16
5.69	0.03	4.83	0.66
1.45	0.22	3.60	4.46
0.00	15.07	5.87	16.74
0.12	0.01	4.29	0.10
0.00	2.58	3.93	2.92
0.08	0.01	2.21	0.14
0.20	0.01	2.66	0.10
0.34	0.00	1.57	0.08
0.48	0.00	0.99	0.08
0.00	0.82	0.66	1.52
0.00	5.94	0.14	6.16
0.00	0.26	1.22	0.48
0.00	5.06	2.81	5.28
0.00	4.44	6.93	4.66
0.00	3.72	6.83	3.94
0.00	1.72	4.35	1.94
0.14	0.00	6.50	0.08
0.00	1.28	3.84	1.64
0.22	0.00	3.00	0.00
0.02	0.02	2.02	0.42
0.00	4.04	0.12	4.28
0.00	5.74	-1.35	5.96
0.00	5.24	-2.19	5.46
0.00	2.10	-0.56	2.32
0.00	1.42	1.61	1.64
0.00	0.34	-0.55	0.56
0.00	0.13	1.05	0.68
0.00	1.55	5.41	2.10
0.11	0.02	9.37	0.44
0.00	1.54	9.27	2.20
0.00	1.37	7.08	1.92
0.00	0.51	5.12	1.06
0.00	8.77	2.62	9.32
0.00	1.51	-1.75	2.06
0.00	0.03	2.78	0.58
0.55	0.00	5.42	0.00
1.10	0.00	9.56	0.00
1.61	0.00	3.87	0.04
1.40	0.04	2.97	0.76
1.77	0.01	3.87	0.18
2.32	0.00	3.61	0.00
2.67	0.01	3.29	0.20
3.16	0.00	4.17	0.06
3.71	0.00	3.42	0.00
4.26	0.00	1.30	0.00
4.63	0.01	-1.01	0.18
4.20	0.05	-0.25	0.98
2.99	0.09	-0.34	1.76
1.86	0.08	2.23	1.68
0.00	0.59	1.24	3.00
0.00	8.53	-1.80	9.08
0.00	13.89	-1.89	14.44
0.00	13.49	-1.38	14.04
0.00	4.55	-1.21	5.10
0.55	0.00	-1.70	0.00
1.55	0.00	-1.61	0.08
2.63	0.00	-2.31	0.00
0.83	0.14	0.00	2.88
1.49	0.02	2.87	0.42
2.09	0.02	3.97	0.48
0.00	2.57	3.42	5.74
0.84	0.01	4.38	0.24
1.92	0.00	3.93	0.00
2.20	0.04	0.10	0.80
1.34	0.10	0.31	1.94
0.04	0.12	1.25	2.38
0.24	0.04	2.35	0.88
1.22	0.01	3.65	0.10
0.48	0.09	4.46	1.82
1.50	0.00	8.63	0.06
2.46	0.01	9.88	0.12
3.40	0.01	8.53	0.14
3.02	0.07	5.63	1.46
0.00	0.96	3.64	5.06
0.00	3.16	3.39	4.24
0.36	0.04	4.37	0.72
0.00	0.64	4.53	2.08
0.00	5.00	3.01	6.08
0.00	1.70	3.78	2.78
0.00	2.72	4.72	3.80
1.02	0.00	7.84	0.06
0.42	0.08	6.64	1.68
1.30	0.01	7.46	0.20
2.38	0.00	5.66	0.00
3.46	0.00	8.09	0.00
4.54	0.00	5.02	0.00
0.00	5.91	5.10	12.06
0.00	12.21	6.67	13.82
0.00	2.69	7.28	4.30
1.45	0.01	5.12	0.16
1.40	0.08	4.66	1.66
0.00	2.61	4.58	5.62
0.00	0.67	5.14	2.28
0.00	0.27	6.36	1.88
0.71	0.05	8.95	0.90
2.32	0.00	6.36	0.00
1.33	0.13	8.29	2.60
0.02	0.15	8.72	2.92
1.49	0.01	7.29	0.14
2.74	0.02	10.93	0.36
2.89	0.07	8.14	1.46
3.14	0.07	5.05	1.36
2.13	0.13	3.22	2.62
0.00	19.30	5.53	23.04
0.73	0.04	7.02	0.88
0.00	2.14	8.19	4.48
0.95	0.03	9.17	0.66
2.24	0.02	10.19	0.32
2.47	0.07	6.84	1.38
4.08	0.00	12.08	0.00
5.69	0.00	12.60	0.00
0.00	0.60	9.94	7.90
1.39	0.01	8.70	0.22
0.00	3.04	7.90	6.04
0.00	12.57	6.11	14.18
0.00	0.51	7.25	2.12
2.59	0.00	10.69	0.00
5.18	0.00	10.43	0.00
4.69	0.15	6.82	3.08
0.00	0.08	5.91	7.36
0.00	4.83	6.25	7.42
2.53	0.00	8.41	0.06
2.98	0.11	9.05	2.14
3.81	0.09	11.08	1.76
6.28	0.01	13.90	0.12
8.85	0.00	12.56	0.02
11.44	0.00	10.91	0.00
14.03	0.00	9.41	0.00
15.98	0.03	10.78	0.64
18.57	0.00	11.58	0.00
21.16	0.00	13.80	0.00
23.75	0.00	14.43	0.00
26.26	0.00	11.53	0.08
28.85	0.00	11.09	0.00
31.34	0.01	11.84	0.10
